city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time
daphne,al,United States,light,23.0,23 seconds,10/14/2013,30.6033333,-87.9036111,10/5/2013,21:15
rexburg,id,United States,formation,3.0,3 seconds,10/14/2013,43.8261111,-111.7888889,10/5/2013,21:15
encinitas,ca,United States,circle,120.0,2 minutes,10/14/2013,33.0369444,-117.2911111,10/5/2013,21:20
aptos,ca,United States,disk,120.0,one hour,10/14/2013,36.9772222,-121.8983333,10/5/2013,21:30
oviedo,fl,United States,circle,30.0,30 seconds,10/14/2013,28.6697222,-81.2083333,10/5/2013,21:30
clogher (uk/england),,United Kingdom,fireball,180.0,1-3 minutes,10/14/2013,54.416667,-7.2,10/5/2013,22:00
kahalu&#39u,hi,United States,fireball,120.0,2 minutes,10/14/2013,21.461111,-157.841111,10/5/2013,22:03
deland,fl,United States,light,540.0,8-9 minutes,10/14/2013,29.028318,-81.303118,10/5/2013,22:10
lewisville,tx,United States,light,300.0,5 minutes,10/14/2013,33.0461111,-96.9938889,10/5/2013,22:30
milton,ga,United States,triangle,600.0,10 minutes,10/14/2013,34.132163,-84.300666,10/5/2013,22:30
eugene,or,United States,fireball,300.0,5 minutes,10/14/2013,44.0522222,-123.0855556,10/5/2013,22:44
toronto (canada),on,Canada,other,3600.0,1 hour,10/14/2013,43.666667,-79.416667,10/5/2013,23:00
rockaway beach,or,United States,light,240.0,3-4 minutes,10/14/2013,45.6136111,-123.9416667,10/5/2013,23:30
whippany,nj,United States,disk,1800.0,30 min,7/25/2004,40.8244444,-74.4175,10/6/1967,19:00
el centro (a few miles west of),ca,United States,light,1800.0,about 1/2 hour,8/5/2001,32.7919444,-115.5622222,10/6/1973,09:00
chicago,il,United States,oval,180.0,3 mintues,2/18/2001,41.85,-87.65,10/6/1974,22:00
nuriootpa (australia),,Australia,fireball,45.0,45 seconds,8/16/2002,-34.46825,138.997665,10/6/1978,21:45
janico (santiago) (dominican republic),,Dominica,circle,120.0,2 mins,9/13/2002,19.325936,-70.816455,10/6/1986,00:20
prishtina,,Fuck,circle,20.0,20 seconds,2/14/2006,42.657798,21.153346,10/6/1992,13:00
puyallup,wa,United States,,900.0,15 min.,11/2/1999,47.1855556,-122.2916667,10/6/1995,19:00
kansas city,ks,United States,unknown,35.0,35 seconds,1/28/1999,39.1141667,-94.6272222,10/6/1996,03:40
san francisco,ca,United States,triangle,1800.0,30 min,10/30/2006,37.775,-122.4183333,10/6/1996,13:00
new york city (manhattan),ny,United States,triangle,1200.0,15-20 minutes,8/28/2003,40.7141667,-74.0063889,10/6/1996,15:00
fire island (long island),ny,United States,other,2700.0,45 minutes,4/27/2004,40.6475,-73.1463889,10/6/1996,22:00
vass (town of&#44 on hwy #1),nc,United States,circle,3.0,3 sec.,11/19/1998,35.2561111,-79.2825,10/6/1998,02:00
denver,co,United States,fireball,2.0,1-2 secs.,11/1/1998,39.7391667,-104.9841667,10/6/1998,19:05
bellevue/issaquah,wa,United States,unknown,5.0,3-5 seconds,11/1/1998,47.507046,-122.045115,10/6/1998,20:05
cream ridge,nj,United States,triangle,16.0,12 - 16 seconds,4/1/2001,40.135,-74.5244444,10/6/1998,20:45
birmingham (uk/england),,United Kingdom,oval,60.0,1 minute,11/3/2005,52.466667,-1.916667,10/6/1999,14:00
wichita,ks,United States,light,15.0,10-15 seconds,10/19/1999,37.6922222,-97.3372222,10/6/1999,19:32
st. petersburg (50 se of),fl,United States,unknown,900.0,10 to 15 mins.,10/19/1999,27.7705556,-82.6794444,10/6/1999,20:00
angleton (5 miles north),tx,United States,cross,300.0,5 minutes,9/6/2002,29.1691667,-95.4316667,10/6/1999,20:35
manchester (st.louis),mo,United States,disk,10.0,5-10 secs.,10/19/1999,38.5969444,-90.5091667,10/6/1999,21:00
may&#39s landing,nj,United States,disk,180.0,3 min,10/19/1999,39.452339,-74.727663,10/6/1999,22:46
conestoga,pa,United States,light,600.0,10 minutes,10/19/1999,39.9405556,-76.3466667,10/6/1999,23:10
almelo (netherlands),,Netherlands,triangle,10.0,10 seconds,10/12/2001,52.355085,6.659865,10/6/2000,03:45
seattle,wa,United States,sphere,5.0,3-5 seconds,12/2/2000,47.6063889,-122.3308333,10/6/2000,10:50
springfield,mo,United States,triangle,180.0,2-3 minutes,12/2/2000,37.2152778,-93.2980556,10/6/2000,13:45
rohnert park,ca,United States,cone,300.0,5 mins,12/2/2000,38.3397222,-122.7,10/6/2000,16:45
las vegas,nv,United States,other,240.0,4 min,12/2/2000,36.175,-115.1363889,10/6/2000,20:25
uk/england,,Fuck,triangle,60.0,about 1 minute,7/5/2005,52.355518,-1.17432,10/6/2000,22:00
mesa,az,United States,disk,14400.0,4 hours,12/2/2000,33.4222222,-111.8219444,10/6/2000,22:30
park forest,il,United States,triangle,15.0,15 seconds,10/12/2001,41.4913889,-87.6744444,10/6/2001,22:00
farmingdale,ny,United States,light,1800.0,30 min. plus,10/15/2002,40.7325,-73.4458333,10/6/2002,03:00
inwood,ny,United States,light,5.0,0:5,10/15/2002,40.6219444,-73.7472222,10/6/2002,05:50
thousand island bridge (near),ny,United States,disk,1200.0,aprox 20 min,10/15/2002,44.347319,-75.983358,10/6/2002,07:15
union,nj,United States,cross,120.0,2 minutes,10/15/2002,40.6975,-74.2636111,10/6/2002,13:55
taos,nm,United States,disk,3600.0,1 hour or more,10/15/2002,36.4072222,-105.5725,10/6/2002,15:00
boulder,co,United States,cigar,10.0,10 seconds,10/15/2002,40.015,-105.27,10/6/2002,16:00
north las vegas,nv,United States,teardrop,4.0,2-4 seconds,7/16/2003,36.1988889,-115.1166667,10/6/2002,18:00
harrisonville,il,United States,oval,20.0,20 seconds,10/15/2002,38.2775,-90.35,10/6/2002,18:30
provo,ut,United States,fireball,3.0,1-3 secs,10/15/2002,40.2338889,-111.6577778,10/6/2002,19:15
lander,wy,United States,circle,1.0,1 sec,10/15/2002,42.8330556,-108.73,10/6/2002,19:25
corcoran,mn,United States,light,120.0,1-2 minutes,10/15/2002,45.0952778,-93.5472222,10/6/2002,23:00
spring hill,fl,United States,light,120.0,2- min,12/23/2002,28.5555556,-82.4505556,10/6/2002,23:30
bladel (brabant) (netherlands),,Netherlands,light,2700.0,45 minutes,10/28/2002,51.362963,5.213639,10/6/2002,24:00
holland,mi,United States,cone,420.0,5-7min.,10/7/2003,42.7875,-86.1088889,10/6/2003,03:55
shell knob,mo,United States,sphere,900.0,15m,10/7/2003,36.6322222,-93.6341667,10/6/2003,04:00
rainbow lakes estates,fl,United States,other,45.0,45 seconds,10/31/2003,29.1458333,-82.4994444,10/6/2003,11:45
lebanon church,va,United States,cigar,900.0,15 minutes,10/15/2003,39.055,-78.3683333,10/6/2003,18:30
annapolis,md,United States,triangle,120.0,2 minutes,10/17/2003,38.9783333,-76.4925,10/6/2003,20:12
parker,co,United States,chevron,60.0,1 minutes,12/19/2003,39.5186111,-104.7608333,10/6/2003,20:30
kansas city,mo,United States,teardrop,5.0,5 seconds,10/7/2003,39.0997222,-94.5783333,10/6/2003,22:53
la vista,ne,United States,other,5400.0,1.5 hrs,10/7/2003,41.1838889,-96.0308333,10/6/2003,24:00
japan,,Fuck,other,120.0,2 minutes,10/27/2004,36.204824,138.252924,10/6/2004,00:00
lebanon,tn,United States,triangle,300.0,5 min,10/27/2004,36.2080556,-86.2911111,10/6/2004,05:00
greenbelt,md,United States,changing,240.0,~ four minutes,10/27/2004,39.0044444,-76.8758333,10/6/2004,13:02
oak lawn,il,United States,disk,10.0,10 seconds then 2 seconds,10/27/2004,41.7108333,-87.7580556,10/6/2004,14:35
placerville,ca,United States,disk,300.0,5 min.,2/8/2005,38.7297222,-120.7975,10/6/2004,15:00
normal,il,United States,other,1200.0,15-20 minutes,10/27/2004,40.5141667,-88.9905556,10/6/2004,16:00
ticknall (near derby) (uk/england),,United Kingdom,cone,40.0,40 secs,11/9/2004,52.8,-1.483333,10/6/2004,17:57
monroeville,nj,United States,triangle,180.0,3 minutes,10/27/2004,39.6288889,-75.1597222,10/6/2004,20:00
thorold (canada),on,Canada,triangle,600.0,10 minutes,10/27/2004,43.116667,-79.2,10/6/2004,20:00
alameda,ca,United States,light,180.0,3 minutes,10/27/2004,37.7652778,-122.2405556,10/6/2004,20:30
comstock,mi,United States,disk,60.0,about 1 minute,10/27/2004,42.2866667,-85.5133333,10/6/2004,20:30
kincardine (canada),on,Canada,light,30.0,30 seconds,10/27/2004,44.166667,-81.633333,10/6/2004,20:30
oakland,ca,United States,other,240.0,3 to 4 mins,10/27/2004,37.8044444,-122.2697222,10/6/2004,20:30
marietta,pa,United States,triangle,60.0,1 minute,10/27/2004,40.0569444,-76.5525,10/6/2004,22:15
nampa,id,United States,formation,3600.0,1 hour,10/27/2004,43.5408333,-116.5625,10/6/2004,22:30
grand rapids,mi,United States,sphere,60.0,1 minute,10/27/2004,42.9633333,-85.6680556,10/6/2004,22:50
placerville,ca,United States,disk,3600.0,1 hour,10/27/2004,38.7297222,-120.7975,10/6/2004,23:00
coon rapids/fridley,mn,United States,triangle,60.0,1 minute,10/11/2005,45.07974,-93.257551,10/6/2005,01:15
huachuca city,az,United States,cigar,900.0,15 minutes,2/14/2006,31.6277778,-110.3333333,10/6/2005,05:30
mason city,ia,United States,light,300.0,5 minutes,10/20/2005,43.1536111,-93.2008333,10/6/2005,06:00
park forest,il,United States,oval,300.0,5 mins,10/11/2005,41.4913889,-87.6744444,10/6/2005,11:00
cedar falls,ia,United States,light,600.0,10min,10/11/2005,42.5277778,-92.4452778,10/6/2005,18:00
hempstead,tx,United States,cigar,600.0,10 min,10/11/2005,30.0972222,-96.0780556,10/6/2005,18:50
bartonville,il,United States,triangle,12.0,12sec,10/11/2005,40.6502778,-89.6519444,10/6/2005,21:30
lynchburg,va,United States,triangle,45.0,45 seconds,12/16/2005,37.4136111,-79.1425,10/6/2005,21:30
katy,tx,United States,unknown,5.0,5 seconds,10/11/2005,29.7855556,-95.8241667,10/6/2005,24:00
columbia,mo,United States,flash,3.0,3 seconds,10/30/2006,38.9516667,-92.3338889,10/6/2006,02:00
orchard park,ny,United States,light,1800.0,30 minutes,10/30/2006,42.7675,-78.7441667,10/6/2006,02:00
chester,nj,United States,disk,10.0,10 seconds,10/30/2006,40.7841667,-74.6972222,10/6/2006,09:00
phoenix,az,United States,other,5400.0,1.5 hours,10/30/2006,33.4483333,-112.0733333,10/6/2006,17:00
grand rapids,mi,United States,cigar,300.0,5 minutes,10/30/2006,42.9633333,-85.6680556,10/6/2006,17:30
texarkana,tx,United States,triangle,300.0,5 min.,10/30/2006,33.425,-94.0475,10/6/2006,17:30
centerville,oh,United States,changing,7200.0,2 hours,10/30/2006,39.6283333,-84.1594444,10/6/2006,18:00
lisbon,oh,United States,light,10.0,ten seconds,10/30/2006,40.7719444,-80.7683333,10/6/2006,18:56
fes (morocco),,Morocco,circle,120.0,2 minutes,12/7/2006,34.033333,-5.0,10/6/2006,19:00
bakersville (roan mountain),nc,United States,disk,10.0,8-10 seconds,4/27/2007,36.0155556,-82.1588889,10/6/2006,22:00
brighton,co,United States,other,15.0,15 seconds,10/30/2006,39.9852778,-104.82,10/6/2006,22:30
topeka,ks,United States,triangle,3.0,3 seconds,7/5/2008,39.0483333,-95.6777778,10/6/2007,01:00
new york city (upstate),ny,United States,cigar,60.0,1min,11/28/2007,40.7141667,-74.0063889,10/6/2007,04:00
johnstown,ne,United States,rectangle,180.0,2-3 minutes,11/28/2007,42.5716667,-100.0577778,10/6/2007,05:45
oak view,ca,United States,egg,60.0,30 seconds to a minute,11/28/2007,34.4,-119.2991667,10/6/2007,13:00
brownlee (southwest of),ne,United States,oval,120.0,few minutes,8/27/2009,42.2880556,-100.6252778,10/6/2007,14:00
franklinton,la,United States,unknown,18.0,.30 min.,10/8/2007,30.8469444,-90.1530556,10/6/2007,18:11
arlington heights,il,United States,teardrop,60.0,1 minute,11/28/2007,42.0883333,-87.9805556,10/6/2007,18:30
boonville,in,United States,light,1800.0,30 minutes,11/28/2007,38.0491667,-87.2741667,10/6/2007,18:30
huntington beach,ca,United States,rectangle,900.0,10-15 minutes,11/28/2007,33.6602778,-117.9983333,10/6/2007,20:00
mountain view,ca,United States,light,25.0,25 seconds,11/28/2007,37.3861111,-122.0827778,10/6/2007,21:00
sedalia,co,United States,light,300.0,5 min.,10/8/2007,39.4369444,-104.9591667,10/6/2007,21:00
woodstock,il,United States,triangle,10800.0,3 hours,10/8/2007,42.3147222,-88.4486111,10/6/2007,21:00
walton,ky,United States,circle,3600.0,1 hour plus,10/8/2007,38.8755556,-84.6102778,10/6/2007,21:15
uckfield (uk/england),,United Kingdom,circle,600.0,10 minutes,10/8/2007,50.966667,0.1,10/6/2007,21:30
leamington spa (uk/england),,United Kingdom,light,2.0,a few seconds,12/12/2011,52.3,-1.533333,10/6/2007,22:00
willow,ak,United States,circle,2.0,seconds,10/8/2007,61.7472222,-150.0375,10/6/2007,22:00
los angeles,ca,United States,formation,10.0,10 seconds,10/8/2007,34.0522222,-118.2427778,10/6/2007,22:10
worthing (west sussex) (uk/england),,United Kingdom,,240.0,3-4 mins,4/18/2012,50.8,-0.366667,10/6/2007,22:40
lanagan,mo,United States,light,600.0,5 -10min,10/31/2008,36.6080556,-94.4475,10/6/2008,09:10
conshohocken,pa,United States,cigar,600.0,10 minutes,1/10/2009,40.0791667,-75.3019444,10/6/2008,11:00
hadley,ma,United States,oval,12.0,12 seconds,10/31/2008,42.3416667,-72.5888889,10/6/2008,11:10
green lake,wi,United States,light,300.0,5 minutes,10/31/2008,43.8441667,-88.96,10/6/2008,19:45
chagrin falls,oh,United States,triangle,600.0,10 minutes,10/31/2008,41.4361111,-81.3866667,10/6/2008,20:00
cuernavaca (mexico),,Mexico,flash,10.0,5-10 seconds,10/31/2008,18.918611,-99.234167,10/6/2008,20:00
henderson,nv,United States,other,60.0,1 minute,10/31/2008,36.0397222,-114.9811111,10/6/2008,20:00
bridgeport,ct,United States,triangle,900.0,10-15 minutes,10/31/2008,41.1669444,-73.2052778,10/6/2008,21:10
albuquerque,nm,United States,light,300.0,5min,10/31/2008,35.0844444,-106.6505556,10/6/2008,22:00
victor,ny,United States,sphere,120.0,2 minutes,12/12/2009,42.9825,-77.4091667,10/6/2008,22:00
lubbock,tx,United States,sphere,3.8,3.8 seconds,10/31/2008,33.5777778,-101.8547222,10/6/2008,22:30
newark,nj,United States,circle,1800.0,30 minutes,12/12/2009,40.7355556,-74.1727778,10/6/2009,02:40
ashburn,va,United States,disk,300.0,5 minutes,12/12/2009,39.0436111,-77.4877778,10/6/2009,14:30
durango,co,United States,light,180.0,3 min,12/12/2009,37.2752778,-107.8794444,10/6/2009,19:36
gila bend (near),az,United States,light,3600.0,1 hour +,12/12/2009,32.9477778,-112.7161111,10/6/2009,20:00
gary,in,United States,light,2700.0,45 min,12/12/2009,41.5933333,-87.3463889,10/6/2009,20:45
harrisonburg,va,United States,triangle,300.0,5 minutes,11/21/2010,38.4494444,-78.8691667,10/6/2010,07:50
madison,wi,United States,oval,3.0,3 seconds,11/21/2010,43.0730556,-89.4011111,10/6/2010,08:38
appleton,wi,United States,light,120.0,2 minutes,11/21/2010,44.2619444,-88.4152778,10/6/2010,09:30
chaska,mn,United States,teardrop,5.0,5 seconds,11/21/2010,44.7894444,-93.6019444,10/6/2010,14:40
elk grove village,il,United States,circle,1200.0,20 minutes,11/21/2010,42.0038889,-87.9702778,10/6/2010,18:00
miami,fl,United States,circle,45.0,45 secs,1/31/2011,25.7738889,-80.1938889,10/6/2010,18:45
edgerton,ks,United States,disk,5400.0,1 hr 30 mins,11/21/2010,38.7647222,-95.0077778,10/6/2010,20:00
lexington,ky,United States,other,30.0,30 seconds,11/21/2010,37.9886111,-84.4777778,10/6/2010,20:15
chalk hill,tx,United States,rectangle,120.0,1-2 minutes,11/21/2010,32.3527778,-94.6508333,10/6/2010,20:40
moran,tx,United States,flash,900.0,about 15 minutes,11/21/2010,32.5475,-99.1655556,10/6/2010,20:45
spring hill,fl,United States,other,25.0,25 seconds,11/21/2010,28.5555556,-82.4505556,10/6/2010,20:56
williamsburg,va,United States,oval,60.0,1-min,11/21/2010,37.2705556,-76.7077778,10/6/2010,21:00
spring hill,fl,United States,formation,3.0,2 to 3 seconds,11/21/2010,28.5555556,-82.4505556,10/6/2010,21:07
moncks corner,sc,United States,fireball,30.0,30 seconds,10/10/2011,33.1958333,-80.0133333,10/6/2011,00:08
grants pass (just outside merlin),or,United States,circle,120.0,1 to 2 min,10/19/2011,42.4391667,-123.3272222,10/6/2011,01:00
stillwater,ok,United States,disk,420.0,7 mins,10/10/2011,36.1155556,-97.0580556,10/6/2011,01:00
cincinnati,oh,United States,light,300.0,3-5 minutes,10/10/2011,39.1619444,-84.4569444,10/6/2011,01:45
newburgh,in,United States,light,1.0,1 second,10/10/2011,37.9444444,-87.4052778,10/6/2011,02:12
toronto (canada),on,Canada,unknown,10800.0,3 hrs,10/10/2011,43.666667,-79.416667,10/6/2011,03:30
san antonio,tx,United States,light,1.0,1 sec.,12/12/2011,29.4238889,-98.4933333,10/6/2011,04:49
buffalo,mo,United States,other,30.0,30 seconds,10/10/2011,37.6459,-93.0942,10/6/2011,17:13
frederick,md,United States,sphere,1500.0,20-25 minutes,10/10/2011,39.4141667,-77.4108333,10/6/2011,17:45
tampa,fl,United States,sphere,2.0,a matter of seconds,1/24/2012,27.9472222,-82.4586111,10/6/2011,20:03
macon,ga,United States,fireball,15.0,10-15 seconds,10/10/2011,32.8405556,-83.6325,10/6/2011,20:35
tampa,fl,United States,sphere,60.0,1 min,10/10/2011,27.9472222,-82.4586111,10/6/2011,20:35
hampton,ga,United States,oval,3.0,3 sec,10/10/2011,33.3869444,-84.2830556,10/6/2011,20:39
lagrange,ga,United States,fireball,5.0,5 seconds,10/10/2011,33.036222,-85.032244,10/6/2011,20:41
flowery branch,ga,United States,circle,120.0,2 minutes,10/10/2011,34.185,-83.9252778,10/6/2011,20:55
flowery branch,ga,United States,oval,90.0,90 seconds,10/10/2011,34.185,-83.9252778,10/6/2011,20:55
bangs,tx,United States,unknown,1800.0,30 minutes,10/10/2011,31.7169444,-99.1322222,10/6/2011,21:00
bangs,tx,United States,unknown,1800.0,30 minutes,5/13/2012,31.7169444,-99.1322222,10/6/2011,21:00
davie,fl,United States,light,2.0,1-2 seconds,10/10/2011,26.0625,-80.2333333,10/6/2011,22:00
ghent,ny,United States,light,5400.0,1.5 hours +,12/12/2011,42.3291667,-73.6161111,10/6/2011,22:00
san diego,ca,United States,light,2.0,2 seconds,10/10/2011,32.7152778,-117.1563889,10/6/2011,22:05
montreal (canada),qc,Canada,other,1200.0,20 minutes,10/10/2011,45.5,-73.583333,10/6/2011,23:30
saint petersburg,fl,United States,circle,2700.0,45 minutes,12/12/2011,27.7705556,-82.6794444,10/6/2011,23:30
cranston,ri,United States,,90.0,90 seconds,10/30/2012,41.7797222,-71.4377778,10/6/2012,00:40
new york city (bronx),ny,United States,light,5.0,5 seconds,10/30/2012,40.7141667,-74.0063889,10/6/2012,04:00
manchester,wa,United States,fireball,900.0,15 minutes,10/30/2012,47.5561111,-122.5436111,10/6/2012,07:15
ocean beach,ca,United States,disk,120.0,2 mintues,10/30/2012,32.7444444,-117.2611111,10/6/2012,08:00
havertown,pa,United States,circle,600.0,10 minutes,10/30/2012,39.9808333,-75.3088889,10/6/2012,08:15
columbia,sc,United States,changing,3600.0,1 hour,10/30/2012,34.0005556,-81.035,10/6/2012,08:22
reynoldsburg,oh,United States,oval,240.0,4 minutes,10/30/2012,39.9547222,-82.8122222,10/6/2012,10:00
emerald (australia),,Australia,light,900.0,10-15 minutes,10/30/2012,-37.931671,145.440933,10/6/2012,10:45
spring city,pa,United States,other,600.0,10 minutes,10/30/2012,40.1766667,-75.5480556,10/6/2012,13:00
chesapeake,va,United States,sphere,600.0,10 minutes,10/30/2012,36.8188889,-76.2752778,10/6/2012,19:30
freeport,me,United States,light,120.0,2 minutes,10/30/2012,43.8569444,-70.1036111,10/6/2012,19:30
kingston (canada),on,Canada,fireball,2400.0,40 minutes,10/14/2013,44.233333,-76.483333,10/6/2012,19:50
hollywood,fl,United States,fireball,120.0,2 minutes,10/30/2012,26.0108333,-80.1497222,10/6/2012,20:20
bonney lake,wa,United States,other,1800.0,15-30 minutes,10/30/2012,47.1772222,-122.1852778,10/6/2012,20:30
brownsburg,in,United States,fireball,180.0,3 minutes,10/30/2012,39.8433333,-86.3977778,10/6/2012,20:42
downingtown,pa,United States,light,120.0,2 minutes,10/30/2012,40.0063889,-75.7036111,10/6/2012,21:00
torrington,ct,United States,changing,300.0,5 minutes,10/30/2012,41.8005556,-73.1216667,10/6/2012,21:05
marinette,wi,United States,fireball,120.0,2 minutes,10/30/2012,45.1,-87.6305556,10/6/2012,21:30
north salt lake,ut,United States,light,10.0,10 seconds or less,10/30/2012,40.8486111,-111.9061111,10/6/2012,21:30
visalia,ca,United States,other,5.0,5 seconds,10/30/2012,36.3302778,-119.2911111,10/6/2012,21:30
brockville (near) (canada),on,Canada,triangle,10.0,10 seconds,10/30/2012,44.583333,-75.683333,10/6/2012,21:40
salem,nh,United States,circle,120.0,2 minutes,10/30/2012,42.7883333,-71.2013889,10/6/2012,21:45
west columbia,sc,United States,cylinder,600.0,10 minutes,10/30/2012,34.0005556,-81.035,10/6/2012,22:00
st. charles,il,United States,light,1200.0,20 minutes,10/30/2012,41.9141667,-88.3086111,10/6/2012,22:10
