city,state,country,shape,duration (seconds),duration (hours/min),date posted,latitude,longitude,date,time,lat_bin,long_bin
austin,tx,United States,flash,3.0,3 seconds,11/28/2007,30.2669444,-97.7427778,10/10/2007,19:00,"(27.9, 30.421]","(-104.058, -96.949]"
starrsville (covington),ga,United States,sphere,60.0,appx. 1 minute,6/12/2008,33.5394444,-83.8194444,10/10/2007,20:10,"(32.776, 33.631]","(-83.971, -82.495]"
west palm beach florida,fl,United States,fireball,180.0,approx 3 mins,11/28/2007,26.705621,-80.03643,10/10/2007,20:24,"(-46.165, 27.9]","(-80.966, -79.417]"
conyers,ga,United States,unknown,3600.0,1 hour,11/28/2007,33.6675,-84.0177778,10/10/2007,20:30,"(33.631, 34.148]","(-85.922, -83.971]"
vero beach,fl,United States,unknown,30.0,30 seconds,11/28/2007,27.6383333,-80.3975,10/10/2007,20:55,"(-46.165, 27.9]","(-80.966, -79.417]"
jensen beach,fl,United States,oval,120.0,2 mins,11/28/2007,27.2541667,-80.23,10/10/2007,21:00,"(-46.165, 27.9]","(-80.966, -79.417]"
houston,tx,United States,formation,35.0,35 seconds,11/28/2007,29.7630556,-95.3630556,10/10/2007,21:43,"(27.9, 30.421]","(-96.949, -93.855]"
duluth,mn,United States,light,600.0,10 minutes,1/21/2008,46.7833333,-92.1063889,10/10/2007,22:00,"(46.73, 48.88]","(-93.855, -90.198]"
fleming,co,United States,circle,600.0,10 minutes,11/28/2007,40.68,-102.8388889,10/10/2007,22:00,"(40.655, 41.246]","(-104.058, -96.949]"
grove city,pa,United States,unknown,3600.0,1:00:00,1/21/2008,41.1577778,-80.0888889,10/10/2007,22:00,"(40.655, 41.246]","(-80.966, -79.417]"
van alstyne,tx,United States,other,4.0,4 seconds,11/28/2007,33.4213889,-96.5769444,10/10/2007,22:00,"(32.776, 33.631]","(-96.949, -93.855]"
northglenn,co,United States,triangle,15.0,15 seconds,11/28/2007,39.8855556,-104.9866667,10/10/2007,23:05,"(39.162, 39.927]","(-111.694, -104.058]"
stord (norway),,Norway,light,600.0,10 min,1/21/2008,59.900209,5.282347,10/10/2007,23:20,"(48.88, 70.292]","(-3.381, 178.018]"
london (canada),on,Canada,other,120.0,2 min. approx,6/9/2009,42.983333,-81.25,10/10/2008,02:00,"(42.439, 43.174]","(-82.495, -80.966]"
north branch,mn,United States,light,300.0,5 min,10/31/2008,45.5113889,-92.98,10/10/2008,02:00,"(44.712, 46.73]","(-93.855, -90.198]"
slingerlands,ny,United States,circle,240.0,4 min,10/31/2008,42.6291667,-73.865,10/10/2008,02:00,"(42.439, 43.174]","(-74.629, -72.787]"
carlin,nv,United States,disk,600.0,10 mins,7/19/2010,40.7138889,-116.1030556,10/10/2008,04:00,"(40.655, 41.246]","(-116.419, -111.694]"
evansville,in,United States,formation,600.0,10 minutes+,10/31/2008,37.9747222,-87.5558333,10/10/2008,04:50,"(37.669, 38.582]","(-87.821, -85.922]"
albany,ny,United States,oval,45.0,45 seconds,10/31/2008,42.6525,-73.7566667,10/10/2008,06:00,"(42.439, 43.174]","(-74.629, -72.787]"
fremont,ca,United States,triangle,60.0,1 minute,10/31/2008,37.5483333,-121.9875,10/10/2008,10:22,"(36.2, 37.669]","(-122.483, -121.787]"
yuma,az,United States,triangle,900.0,15 minutes,10/10/2011,32.7252778,-114.6236111,10/10/2008,18:00,"(30.421, 32.776]","(-116.419, -111.694]"
south bend,in,United States,light,600.0,10 minutes,10/31/2008,41.6833333,-86.25,10/10/2008,19:00,"(41.246, 41.721]","(-87.821, -85.922]"
la crescent,mn,United States,formation,10.0,10 seconds,10/31/2008,43.8280556,-91.3038889,10/10/2008,20:00,"(43.174, 44.712]","(-93.855, -90.198]"
moon township,pa,United States,unknown,120.0,2 minutes,10/31/2008,40.516977,-80.221348,10/10/2008,20:00,"(39.927, 40.655]","(-80.966, -79.417]"
philadelphia,pa,United States,oval,60.0,1 minute,7/4/2012,39.9522222,-75.1641667,10/10/2008,20:00,"(39.927, 40.655]","(-76.978, -74.629]"
seattle,wa,United States,light,180.0,3 minutes,10/31/2008,47.6063889,-122.3308333,10/10/2008,20:00,"(46.73, 48.88]","(-122.483, -121.787]"
pueblo,co,United States,light,300.0,5 minutes,10/31/2008,38.2544444,-104.6086111,10/10/2008,20:40,"(37.669, 38.582]","(-111.694, -104.058]"
cincinnati,oh,United States,oval,900.0,15 minutes,10/31/2008,39.1619444,-84.4569444,10/10/2008,21:30,"(38.582, 39.162]","(-85.922, -83.971]"
san diego,ca,United States,disk,30.0,30 seconds,10/31/2008,32.7152778,-117.1563889,10/10/2008,22:00,"(30.421, 32.776]","(-118.34, -116.419]"
madison,wi,United States,circle,20.0,20 secounds,10/31/2008,43.0730556,-89.4011111,10/10/2008,22:30,"(42.439, 43.174]","(-90.198, -87.821]"
coldwater,oh,United States,sphere,60.0,1 minute,10/31/2008,40.4797222,-84.6283333,10/10/2008,23:15,"(39.927, 40.655]","(-85.922, -83.971]"
crested butte,co,United States,egg,60.0,1min,12/12/2009,38.8697222,-106.9872222,10/10/2009,12:00,"(38.582, 39.162]","(-111.694, -104.058]"
tulsa,ok,United States,unknown,6.0,6 seconds,12/12/2009,36.1538889,-95.9925,10/10/2009,12:42,"(35.227, 36.2]","(-96.949, -93.855]"
eagar,az,United States,unknown,180.0,2-3 minutes,12/12/2011,34.1111111,-109.2908333,10/10/2009,16:24,"(33.631, 34.148]","(-111.694, -104.058]"
suffolk,va,United States,unknown,900.0,15 minutes,12/12/2009,36.7280556,-76.5838889,10/10/2009,19:30,"(36.2, 37.669]","(-76.978, -74.629]"
anaheim,ca,United States,light,300.0,5 mins,12/12/2009,33.8352778,-117.9136111,10/10/2009,20:30,"(33.631, 34.148]","(-118.34, -116.419]"
wilmington,nc,United States,light,600.0,10minutes,12/12/2009,34.2255556,-77.945,10/10/2009,20:45,"(34.148, 35.227]","(-79.417, -76.978]"
leesburg,va,United States,disk,300.0,less than 5 minutes,11/21/2010,39.1155556,-77.5638889,10/10/2009,21:00,"(38.582, 39.162]","(-79.417, -76.978]"
michigan city,in,United States,changing,900.0,15 minutes,12/12/2009,41.7075,-86.895,10/10/2009,23:00,"(41.246, 41.721]","(-87.821, -85.922]"
cupertino,ca,United States,light,180.0,3 minutes,12/12/2009,37.3230556,-122.0311111,10/10/2009,23:23,"(36.2, 37.669]","(-122.483, -121.787]"
orchard park,ny,United States,light,7200.0,a few hours,1/5/2011,42.7675,-78.7441667,10/10/2010,01:00,"(42.439, 43.174]","(-79.417, -76.978]"
harrisburg,pa,United States,circle,240.0,4  minutes,11/21/2010,40.2736111,-76.8847222,10/10/2010,02:30,"(39.927, 40.655]","(-76.978, -74.629]"
euclid,oh,United States,circle,180.0,3 minutes,11/21/2010,41.5930556,-81.5269444,10/10/2010,03:00,"(41.246, 41.721]","(-82.495, -80.966]"
starr,sc,United States,formation,600.0,5-10 mins,11/21/2010,34.3769444,-82.6958333,10/10/2010,08:30,"(34.148, 35.227]","(-83.971, -82.495]"
greenwich,ct,United States,light,240.0,4 mins,11/21/2010,41.0263889,-73.6288889,10/10/2010,12:00,"(40.655, 41.246]","(-74.629, -72.787]"
north charleston,sc,United States,light,180.0,3 minutes,7/4/2012,32.8544444,-79.975,10/10/2010,13:00,"(32.776, 33.631]","(-80.966, -79.417]"
san francisco airport,ca,United States,triangle,300.0,5 min.,9/30/2013,37.615223,-122.389979,10/10/2010,15:00,"(36.2, 37.669]","(-122.483, -121.787]"
springfield,va,United States,cigar,15.0,15 secs,11/21/2010,38.7891667,-77.1875,10/10/2010,16:30,"(38.582, 39.162]","(-79.417, -76.978]"
bridgeport,ct,United States,light,600.0,five to ten minutes,11/21/2010,41.1669444,-73.2052778,10/10/2010,17:10,"(40.655, 41.246]","(-74.629, -72.787]"
clackamas,or,United States,triangle,120.0,1-2minutes,11/21/2010,45.4077778,-122.5691667,10/10/2010,18:30,"(44.712, 46.73]","(-169.543, -122.483]"
san angelo,tx,United States,oval,60.0,1 minute,11/21/2010,31.4636111,-100.4366667,10/10/2010,20:00,"(30.421, 32.776]","(-104.058, -96.949]"
windsor,ct,United States,fireball,5.0,5 seconds,5/2/2014,41.8525,-72.6441667,10/10/2010,20:20,"(41.721, 42.439]","(-72.787, -3.381]"
sterling,il,United States,cylinder,600.0,10min,11/21/2010,41.7886111,-89.6961111,10/10/2010,20:45,"(41.721, 42.439]","(-90.198, -87.821]"
everett,wa,United States,other,30.0,30 seconds,11/21/2010,47.9791667,-122.2008333,10/10/2010,21:00,"(46.73, 48.88]","(-122.483, -121.787]"
kykotsmovi,az,United States,disk,7200.0,2 hours,1/31/2011,35.8752778,-110.6197222,10/10/2010,21:00,"(35.227, 36.2]","(-111.694, -104.058]"
albany,ny,United States,circle,10.0,10 seconds,8/30/2013,42.6525,-73.7566667,10/10/2010,21:30,"(42.439, 43.174]","(-74.629, -72.787]"
garden grove,ca,United States,egg,7200.0,2 hours,11/21/2010,33.7738889,-117.9405556,10/10/2010,22:30,"(33.631, 34.148]","(-118.34, -116.419]"
miami,fl,United States,changing,1200.0,approx. 20 mins,11/21/2010,25.7738889,-80.1938889,10/10/2010,23:00,"(-46.165, 27.9]","(-80.966, -79.417]"
troy,ny,United States,triangle,7200.0,2 hours,10/10/2011,42.7283333,-73.6922222,10/10/2011,00:00,"(42.439, 43.174]","(-74.629, -72.787]"
farmington,nm,United States,circle,300.0,5 minutes,8/30/2013,36.7280556,-108.2180556,10/10/2011,01:00,"(36.2, 37.669]","(-111.694, -104.058]"
prescott valley,az,United States,other,300.0,hours,10/10/2011,34.61,-112.315,10/10/2011,02:00,"(34.148, 35.227]","(-116.419, -111.694]"
ashville,ny,United States,circle,60.0,1 minute,10/19/2011,42.0963889,-79.3758333,10/10/2011,10:30,"(41.721, 42.439]","(-79.417, -76.978]"
epsom (surrey) (uk/england),,United Kingdom,oval,300.0,5 mins,12/12/2011,51.316667,-0.266667,10/10/2011,14:00,"(48.88, 70.292]","(-3.381, 178.018]"
north kingstown,ri,United States,oval,40.0,40 sec,10/25/2011,41.55,-71.4666667,10/10/2011,14:30,"(41.246, 41.721]","(-72.787, -3.381]"
groton,ct,United States,disk,5.0,less than 5 seconds,10/10/2011,41.35,-72.0788889,10/10/2011,15:00,"(41.246, 41.721]","(-72.787, -3.381]"
peabody-saugus,ma,United States,flash,2700.0,45 minutes,10/19/2011,42.468164,-71.014118,10/10/2011,18:15,"(42.439, 43.174]","(-72.787, -3.381]"
mechanicsville,va,United States,light,300.0,5 minutes,10/19/2011,37.6086111,-77.3736111,10/10/2011,19:00,"(36.2, 37.669]","(-79.417, -76.978]"
murfeesboro/smyrna,tn,United States,,2700.0,30-45 minutes,10/19/2011,35.947474,-86.488367,10/10/2011,19:30,"(35.227, 36.2]","(-87.821, -85.922]"
hamilton (canada),on,Canada,flash,4.0,2-4 seconds,10/19/2011,43.25,-79.833333,10/10/2011,20:00,"(43.174, 44.712]","(-80.966, -79.417]"
middletown,ct,United States,fireball,1200.0,15-20 minutes,10/19/2011,41.5622222,-72.6511111,10/10/2011,20:00,"(41.246, 41.721]","(-72.787, -3.381]"
lakewood,oh,United States,fireball,60.0,1 minute,12/12/2011,41.4819444,-81.7983333,10/10/2011,21:00,"(41.246, 41.721]","(-82.495, -80.966]"
york,pa,United States,circle,15.0,15 seconds,10/19/2011,39.9625,-76.7280556,10/10/2011,21:00,"(39.927, 40.655]","(-76.978, -74.629]"
north platte,ne,United States,circle,3.0,3 seconds,12/12/2011,41.1238889,-100.765,10/10/2011,21:55,"(40.655, 41.246]","(-104.058, -96.949]"
waynesville,oh,United States,triangle,90.0,1:30,10/19/2011,39.5297222,-84.0866667,10/10/2011,23:00,"(39.162, 39.927]","(-85.922, -83.971]"
bridgeport,ct,United States,circle,630.0,10:30,10/30/2012,41.1669444,-73.2052778,10/10/2012,10:15,"(40.655, 41.246]","(-74.629, -72.787]"
san francisco airport,ca,United States,triangle,300.0,5 minutes,9/30/2013,37.615223,-122.389979,10/10/2012,15:00,"(36.2, 37.669]","(-122.483, -121.787]"
san diego,ca,United States,sphere,240.0,4 minutes,10/30/2012,32.7152778,-117.1563889,10/10/2012,18:56,"(30.421, 32.776]","(-118.34, -116.419]"
sterling heights,mi,United States,oval,120.0,1-2 minutes,10/30/2012,42.5802778,-83.0302778,10/10/2012,19:09,"(42.439, 43.174]","(-83.971, -82.495]"
syracuse,ny,United States,light,900.0,15 minutes,10/30/2012,43.0480556,-76.1477778,10/10/2012,19:40,"(42.439, 43.174]","(-76.978, -74.629]"
syracuse,ny,United States,circle,240.0,4 minutes,10/30/2012,43.0480556,-76.1477778,10/10/2012,19:45,"(42.439, 43.174]","(-76.978, -74.629]"
colorado springs,co,United States,light,20.0,15 to 20 seconds,10/30/2012,38.8338889,-104.8208333,10/10/2012,20:00,"(38.582, 39.162]","(-111.694, -104.058]"
moundville,al,United States,changing,240.0,4 minutes,10/30/2012,32.9975,-87.63,10/10/2012,20:00,"(32.776, 33.631]","(-87.821, -85.922]"
new york city (bronx),ny,United States,disk,1800.0,30 minutes,10/30/2012,40.7141667,-74.0063889,10/10/2012,20:15,"(40.655, 41.246]","(-74.629, -72.787]"
mount albert (canada),on,Canada,triangle,30.0,30 seconds,10/30/2012,44.136076,-79.308339,10/10/2012,20:17,"(43.174, 44.712]","(-79.417, -76.978]"
las cruces,nm,United States,fireball,120.0,1-2 minutes,10/30/2012,32.3122222,-106.7777778,10/10/2012,20:30,"(30.421, 32.776]","(-111.694, -104.058]"
marion,il,United States,light,240.0,2 to 4 minutes,10/30/2012,37.7305556,-88.9330556,10/10/2012,20:30,"(37.669, 38.582]","(-90.198, -87.821]"
san jose,ca,United States,other,6.0,5-6 seconds,10/30/2012,37.3394444,-121.8938889,10/10/2012,20:30,"(36.2, 37.669]","(-122.483, -121.787]"
phoenix,az,United States,sphere,300.0,5 minutes,10/30/2012,33.4483333,-112.0733333,10/10/2012,20:45,"(32.776, 33.631]","(-116.419, -111.694]"
yakima,wa,United States,light,240.0,4 minutes,10/30/2012,46.6022222,-120.5047222,10/10/2012,20:48,"(44.712, 46.73]","(-121.787, -118.34]"
austin,tx,United States,changing,1200.0,15-20 minutes,12/20/2012,30.2669444,-97.7427778,10/10/2012,21:00,"(27.9, 30.421]","(-104.058, -96.949]"
bean station,tn,United States,cigar,180.0,3 minutes,10/30/2012,36.3436111,-83.2841667,10/10/2012,21:00,"(36.2, 37.669]","(-83.971, -82.495]"
rochester,wa,United States,light,600.0,10 minutes,11/19/2012,46.8219444,-123.095,10/10/2012,21:00,"(46.73, 48.88]","(-169.543, -122.483]"
suffern,ny,United States,cylinder,20.0,20 seconds +,10/30/2012,41.1147222,-74.15,10/10/2012,23:01,"(40.655, 41.246]","(-74.629, -72.787]"
rancho mirage,ca,United States,rectangle,5.0,5 seconds,10/30/2012,33.7397222,-116.4119444,10/10/2012,23:20,"(33.631, 34.148]","(-116.419, -111.694]"
clifton,nj,United States,light,60.0,<1 minute,10/14/2013,40.858433,-74.163755,10/10/2013,00:00,"(40.655, 41.246]","(-74.629, -72.787]"
palm harbor,fl,United States,chevron,5.0,5 seconds,10/14/2013,28.0777778,-82.7638889,10/10/2013,02:32,"(27.9, 30.421]","(-83.971, -82.495]"
aurburn,ky,United States,triangle,600.0,10 minutes,10/14/2013,36.864209,-86.710273,10/10/2013,05:00,"(36.2, 37.669]","(-87.821, -85.922]"
st. louis county,mo,United States,light,10800.0,2-3 hours,10/23/2013,38.6272222,-90.1977778,10/10/2013,17:00,"(38.582, 39.162]","(-93.855, -90.198]"
ottawa (canada),on,Canada,light,10.0,10 seconds,10/14/2013,45.416667,-75.7,10/10/2013,17:10,"(44.712, 46.73]","(-76.978, -74.629]"
rittman,oh,United States,light,60.0,1 minute,10/14/2013,40.9780556,-81.7822222,10/10/2013,19:00,"(40.655, 41.246]","(-82.495, -80.966]"
harvey station (canada),nb,Canada,light,120.0,2 minutes,10/23/2013,45.716667,-67.0,10/10/2013,19:15,"(44.712, 46.73]","(-72.787, -3.381]"
essex junction,vt,United States,light,120.0,2 minutes,10/14/2013,44.4905556,-73.1113889,10/10/2013,19:20,"(43.174, 44.712]","(-74.629, -72.787]"
kenner,la,United States,circle,600.0,10 minutes,10/14/2013,29.9938889,-90.2416667,10/10/2013,19:20,"(27.9, 30.421]","(-93.855, -90.198]"
drexel,oh,United States,circle,300.0,5 minutes,10/14/2013,39.7463889,-84.2866667,10/10/2013,20:00,"(39.162, 39.927]","(-85.922, -83.971]"
hudson,nh,United States,light,5.0,5 seconds,10/14/2013,42.7647222,-71.4402778,10/10/2013,20:00,"(42.439, 43.174]","(-72.787, -3.381]"
grand blanc,mi,United States,light,1200.0,20 minutes,10/14/2013,42.9275,-83.63,10/10/2013,20:30,"(42.439, 43.174]","(-83.971, -82.495]"
savage,mn,United States,circle,60.0,1 minute,10/14/2013,44.7791667,-93.3361111,10/10/2013,20:30,"(44.712, 46.73]","(-93.855, -90.198]"
warren,mi,United States,sphere,45.0,45 seconds,10/14/2013,42.4775,-83.0277778,10/10/2013,20:32,"(42.439, 43.174]","(-83.971, -82.495]"
canton,mi,United States,triangle,180.0,3 minutes,10/14/2013,42.3086111,-83.4822222,10/10/2013,20:35,"(41.721, 42.439]","(-83.971, -82.495]"
lost creek,wv,United States,triangle,45.0,45 seconds,10/14/2013,39.1611111,-80.3522222,10/10/2013,21:17,"(38.582, 39.162]","(-80.966, -79.417]"
hudson,nh,United States,light,1.0,1 second,10/14/2013,42.7647222,-71.4402778,10/10/2013,21:30,"(42.439, 43.174]","(-72.787, -3.381]"
jupiter,fl,United States,egg,14400.0,possible 4 hrs.,7/11/2000,26.9338889,-80.0944444,10/11/1973,16:45,"(-46.165, 27.9]","(-80.966, -79.417]"
brighton,mi,United States,circle,300.0,5 miniutes,10/28/2002,42.5294444,-83.7802778,10/11/1978,23:00,"(42.439, 43.174]","(-83.971, -82.495]"
alice springs  (nt&#44 australia),,Australia,,20.0,20 seconds,1/19/2005,-23.697479,133.883621,10/11/1986,20:30,"(-46.165, 27.9]","(-3.381, 178.018]"
minnetonka,mn,United States,light,30.0,30 seconds,10/14/2013,44.9133333,-93.5030556,10/11/1987,21:30,"(44.712, 46.73]","(-93.855, -90.198]"
otto,mo,United States,fireball,60.0,60 seconds,8/19/2000,38.3708333,-90.5002778,10/11/1987,23:59,"(37.669, 38.582]","(-93.855, -90.198]"
kewanee,il,United States,sphere,180.0,2 to 3 minutes,10/15/2003,41.2455556,-89.9247222,10/11/1989,21:00,"(40.655, 41.246]","(-90.198, -87.821]"
kewanee,il,United States,sphere,300.0,5 minutes,7/26/2002,41.2455556,-89.9247222,10/11/1989,21:00,"(40.655, 41.246]","(-90.198, -87.821]"
albuquerque,nm,United States,sphere,900.0,15 minutes,3/6/2001,35.0844444,-106.6505556,10/11/1992,10:00,"(34.148, 35.227]","(-111.694, -104.058]"
jackson,nj,United States,triangle,300.0,5mins,1/29/2002,39.7763889,-74.8627778,10/11/1994,02:00,"(39.162, 39.927]","(-76.978, -74.629]"
riverside,ca,United States,chevron,4.0,4 seconds,1/28/1999,33.9533333,-117.3952778,10/11/1994,04:00,"(33.631, 34.148]","(-118.34, -116.419]"
new york city (brooklyn),ny,United States,,720.0,12 min.,11/2/1999,40.7141667,-74.0063889,10/11/1995,18:30,"(40.655, 41.246]","(-74.629, -72.787]"
huntington,wv,United States,,120.0,2 min.,11/2/1999,38.4191667,-82.4452778,10/11/1995,20:00,"(37.669, 38.582]","(-82.495, -80.966]"
damascus,va,United States,light,60.0,60 sec.,9/24/2003,36.6336111,-81.7838889,10/11/1996,22:00,"(36.2, 37.669]","(-82.495, -80.966]"
hafnarfjordur (iceland),,Iceland,sphere,300.0,5 min,6/12/2008,64.066667,-21.95,10/11/1997,22:00,"(48.88, 70.292]","(-72.787, -3.381]"
montara,ca,United States,other,3600.0,1 hour,11/1/1998,37.5422222,-122.515,10/11/1998,02:15,"(36.2, 37.669]","(-169.543, -122.483]"
vega baja (puerto rico),pr,United States,cigar,120.0,2 minutes,11/1/1998,18.4463889,-66.3880556,10/11/1998,14:05,"(-46.165, 27.9]","(-72.787, -3.381]"
mount carmel,tn,United States,light,10.0,10 seconds,11/1/1998,36.5452778,-82.6611111,10/11/1998,14:30,"(36.2, 37.669]","(-83.971, -82.495]"
highland,in,United States,sphere,14400.0,4 hrs +,11/1/1998,39.7944444,-87.3958333,10/11/1998,20:30,"(39.162, 39.927]","(-87.821, -85.922]"
bar harbor (bar island crossover),me,United States,sphere,30.0,30 seconds,11/1/1998,44.3875,-68.2044444,10/11/1998,22:40,"(43.174, 44.712]","(-72.787, -3.381]"
elk grove,ca,United States,fireball,4.0,4 seconds,11/1/1998,38.4088889,-121.3705556,10/11/1998,22:45,"(37.669, 38.582]","(-121.787, -118.34]"
montgomery,al,United States,light,180.0,3 minutes,3/21/2003,32.3666667,-86.3,10/11/1999,00:15,"(30.421, 32.776]","(-87.821, -85.922]"
los angeles,ca,United States,light,300.0,5min,10/19/1999,34.0522222,-118.2427778,10/11/1999,04:30,"(33.631, 34.148]","(-118.34, -116.419]"
somerset?,wi,United States,unknown,120.0,2 minutes,10/19/1999,45.124411,-92.673537,10/11/1999,06:10,"(44.712, 46.73]","(-93.855, -90.198]"
three rivers,mi,United States,oval,600.0,10minuets,10/19/1999,41.9438889,-85.6325,10/11/1999,07:40,"(41.721, 42.439]","(-85.922, -83.971]"
canby,or,United States,light,10.0,10 seconds,10/19/1999,45.2630556,-122.6913889,10/11/1999,09:10,"(44.712, 46.73]","(-169.543, -122.483]"
parry sound (near) (canada),on,Canada,disk,6.0,6 seconds,4/22/2003,45.333333,-80.033333,10/11/1999,18:00,"(44.712, 46.73]","(-80.966, -79.417]"
portville,ny,United States,oval,30.0,30 seconds,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15,"(41.721, 42.439]","(-79.417, -76.978]"
portville,ny,United States,oval,30.0,30 seconds,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15,"(41.721, 42.439]","(-79.417, -76.978]"
portville,ny,United States,oval,60.0,1 minute,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15,"(41.721, 42.439]","(-79.417, -76.978]"
portville,ny,United States,oval,60.0,1 minute,10/19/1999,42.0386111,-78.3411111,10/11/1999,20:15,"(41.721, 42.439]","(-79.417, -76.978]"
kirbyville (due south of),mo,United States,other,5400.0,1.5hours,10/19/1999,36.6230556,-93.1638889,10/11/1999,20:35,"(36.2, 37.669]","(-93.855, -90.198]"
winnemucca,nv,United States,cigar,2.0,seconds,10/19/1999,40.9730556,-117.7347222,10/11/1999,21:00,"(40.655, 41.246]","(-118.34, -116.419]"
ashland,or,United States,triangle,45.0,30-45 sec.,10/19/1999,42.1947222,-122.7083333,10/11/1999,21:10,"(41.721, 42.439]","(-169.543, -122.483]"
augusta,ks,United States,light,600.0,10 mins,11/9/1999,37.6866667,-96.9763889,10/11/1999,21:30,"(37.669, 38.582]","(-104.058, -96.949]"
montgomery,tx,United States,light,3600.0,1hrs,10/19/1999,30.3880556,-95.6961111,10/11/1999,21:30,"(27.9, 30.421]","(-96.949, -93.855]"
eureka springs,ar,United States,light,900.0,15 min.,11/2/1999,36.4011111,-93.7377778,10/11/1999,21:45,"(36.2, 37.669]","(-93.855, -90.198]"
